Journal title,Journal ISSN (print version),Journal EISSN (online version),Languages in which the journal accepts manuscripts,Publisher,DOAJ Seal,Journal license,APC
Torun Business Review,1643-8175,2451-0955,"English, Polish",WSB University in Torun,False,CC BY-NC-ND,False
An Nabighoh,1907-1183,2581-2815,"Arabic, Indonesian",Institut Agama Islam Negeri Metro,False,CC BY-SA,False
GEMA Online® Journal of Language Studies,1675-8021,2550-2131,"English, Malay (macrolanguage)",Universiti Kebangsaan Malaysia,False,CC BY,True
Integral Review,N/A,1553-3069,"English, French, German","ARINA, Inc.",False,CC BY-NC-ND,False
Journal of General Union of Arab Archaeologists,2536-9822,2536-9830,"Arabic, English",The General Union of Arab Archaeologists,False,CC BY-NC,True
Scientific Annals of the Danube Delta Institute,1842-614X,2247-9902,English,CITDD Publishing House,False,CC BY-NC-ND,False
Critical Approaches to Discourse Analysis across Disciplines,N/A,1752-3079,English,CADAAD,False,Publisher's own license,False
SEA: Practical Application of Science,N/A,2360-2554,English,Romanian Foundation for Business Intelligence,False,CC BY-ND,True
MCBS (Molecular and Cellular Biomedical Sciences),2527-4384,2527-3442,English,Cell and BioPharmaceutical Institute,False,CC BY-NC,False
Media Ilmu Keolahragaan Indonesia,2088-6802,2442-6830,"English, Indonesian",Universitas Negeri Semarang,False,CC BY,False
"First Opinions, Second Reactions",N/A,2152-9043,English,Purdue University Press,False,CC BY-NC-ND,False
International Journal of Librarianship (IJoL),N/A,2474-3542,English,Chinese American Librarians Association,False,CC BY,False
عصب روانشناسی,2476-5023,2538-5623,Persian,Payame Noor University,False,CC BY,False
Journal of Literature and Science,N/A,1754-646X,English,University of Westminster,False,CC BY-NC-ND,False
Social Work and Education,2520-6451,2520-6230,"English, Ukrainian",Centre of Social Development and Innovation and Ternopil Volodymyr Hnatiuk National Pedagogical University,False,CC BY,False
Erasmo: Revista de Historia Bajomedieval y Moderna,N/A,2341-2380,"Spanish, Portuguese, Italian, French, English",Universidad de Valladolid,False,CC BY-NC,False
Co-herencia: Revista de Humanidades,1794-5887,N/A,Spanish,Universidad EAFIT,False,CC BY,False
Fauna Norvegica,1502-4873,1891-5396,English,Norwegian University of Science and Technology,False,CC BY-NC,False
Makedonsko Farmacevtski Bilten,1409-8695,1857-8969,English,"University Ss Cyril and Methodius in Skopje, Faculty of Pharmacy and Macedonian Pharmaceutical Association",False,CC BY,False
Organizações e Sustentabilidade,N/A,2318-9223,Portuguese,Universidade Estadual de Londrina,False,CC BY-NC-ND,False
"Journal of Public Administration, Finance and Law",2285-2204,2285-3499,English,Technopress,False,CC BY-NC-ND,False
Transitare,N/A,2395-9835,"English, Spanish",Universidad Anáhuac Oaxaca,False,CC BY-NC,False
Irish Journal of Applied Social Studies,1393-7022,2009-8642,English,Social Care Ireland,False,CC BY,False
"BASINDO: Jurnal Kajian Bahasa, Sastra Indonesia, dan Pembelajarannya",N/A,2579-3799,Indonesian,Universitas Negeri Malang,False,CC BY-SA,False
Journal of Agricultural Science and Sustainable Production,2476-4310,2476-4329,Persian,University of Tabriz,False,CC BY-NC,True
"Annals of the University of Craiova for Journalism, Communication and Management",2501-3513,N/A,English,Editura Sitech,False,CC BY-NC-SA,False
Psikis: Jurnal Psikologi Islami,2502-728X,2549-6468,Indonesian,"Prodi Psikologi Islam, Fakultas Psikologi, Universitas Islam Negeri Raden Fatah Palembang",False,CC BY-SA,True
Revista Visión Contable,0121-5337,2539-0104,Spanish,Universidad Autonoma Latinoamericana,False,CC BY-NC,False
Anthropos: Jurnal Antropologi Sosial dan Budaya (Journal of Social and Cultural Anthropology),2460-4585,2460-4593,Indonesian,Universitas Negeri Medan,False,CC BY,True
Acta Medica Iranica,0044-6025,1735-9694,English,Tehran University of Medical Sciences,False,CC BY-NC,False
Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,2301-7562,2579-7964,Indonesian,Universitas Islam Negeri Raden Intan Lampung,False,CC BY-SA,True
A+BE: Architecture and the Built Environment,2212-3202,2214-7233,"Dutch, English",Delft University of Technology,False,CC BY,True
Stellenbosch Papers in Linguistics Plus,1726-541X,2224-3380,"Afrikaans, English",Stellenbosch University,True,CC BY,True
Jurnal Kedokteran dan Kesehatan,2406-7431,2614-0411,Indonesian,Universitas Sriwijaya,False,CC BY-SA,False
Journal of Curriculum Indonesia,N/A,2549-0338,"English, Indonesian",Himpunan Pengembang Kurikulum Indonesia Wilayah Jawa Tengah,False,CC BY,False
Jurnal Sosiologi Agama,1978-4457,2548-477X,"English, Indonesian",Universitas Islam Negeri Sunan Kalijaga Yogyakarta,False,CC BY-NC-SA,False
Studi di Estetica,0585-4733,1825-8646,"English, French, German, Italian, Spanish",Mimesis Edizioni,False,CC BY,False
Islām va ̒ulūm-i ijtimā̒ī,2322-2506,2588-4700,Persian,Research Institute of Hawzah and University (RIHU),False,CC BY,True
Avtobiografija,N/A,2281-6992,"English, French, Italian, Russian",Dipartimento di Studi Linguistici e Letterari - Università di Padova,False,CC BY-NC-ND,False
Paedagogia Christiana,1505-6872,2451-1951,"English, Polish",Nicolaus Copernicus University in Toruń,False,CC BY-ND,False
Memorandum: memória e história em psicologia,N/A,1676-1669,Portuguese,Universidade Federal de Minas Gerais,False,CC BY,False
Journal of African American Males in Education,N/A,2153-9065,English,Journal of African American Males in Education,False,CC BY-NC-ND,False
Murmurations,N/A,2516-0052,English,Everything is Connected Press,False,CC BY-NC-ND,False
Radiation Physics and Engineering,2645-6397,2645-5188,English,K.N. Toosi University of Technology,False,CC BY-NC,False
Zbiór Wiadomości do Antropologii Muzealnej,N/A,2391-6869,"Polish, English",Polskie Towarzystwo Ludoznawcze,False,CC BY-ND,False
Pakistan Journal of Islamic Research,2070-0326,2618-0820,"Arabic, English, Urdu",Bahauddin Zakariya University,False,CC BY,True
"Mìkrosistemi, Elektronìka ta Akustika",2523-4447,2523-4455,"Ukrainian, English",Igor Sikorsky Kyiv Polytechnic Institute,False,CC BY,True
선진국방연구,2635-5531,2636-1329,"English, Korean",Institute of Defense Acquisition Program,False,CC BY,False
360,2415-5861,2518-0495,Spanish,Pontificia Universidad Católica del Perú,False,CC BY-NC,False
Mednarodno Inovativno Poslovanje,N/A,1855-6175,"Croatian, English, German, Serbian, Slovenian",DOBA Business School Maribor,False,CC BY-NC,False
Apskaitos ir finansų mokslas ir studijos: problemos ir perspektyvos,2029-1175,2351-5597,"English, Lithuanian",Vytautas Magnus University,False,CC BY-NC,True
Belantika Pendidikan,N/A,2720-9601,Indonesian,Kayon Media,False,CC BY-SA,False
Studia Orientalia Electronica,N/A,2323-5209,English,Finnish Oriental Society,False,CC BY-NC-SA,False
Public History Review,N/A,1833-4989,English,UTS ePRESS,False,CC BY,False
Revista Venezolana de Salud Pública,2343-5526,2343-5534,Spanish,Universidad Centroccidental Lisandro Alvarado,False,CC BY-NC-SA,False
Bohemica Litteraria,1213-2144,2336-4394,"Slovak, English, Czech","Masaryk University, Brno",False,CC BY-NC-ND,False
Frontiers in Biomedical Technologies,N/A,2345-5837,English,Tehran University of Medical Sciences,False,CC BY-NC,False
Construction Economics and Building,N/A,2204-9029,English,UTS ePRESS,True,CC BY,False
Revista de Direito,1806-8790,2527-0389,Portuguese,Universidade Federal de Viçosa,False,CC BY-NC,False
UMT Education Review,2616-9738,2616-9746,English,University of Management and Technology,False,CC BY-SA,False
GeoPuc,N/A,1983-3644,Portuguese,Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio),False,CC BY-NC-SA,False
SHS Web of Conferences,N/A,2261-2424,"French, English",EDP Sciences,True,CC BY,False
Pad,N/A,1972-7887,English,Aiap Edizioni,False,CC BY-NC-ND,False
"Lensa: Kajian Kebahasaan, Kesusastraan, dan Budaya",2086-6100,2503-328X,English,Universitas Muhammadiyah Semarang,False,CC BY-NC-ND,True
Reconstructive Review,2331-2262,2331-2270,English,Joint Implant Surgery & Research Foundation,True,CC BY-NC,False
Reviews in History,N/A,1749-8155,English,University of London,False,CC BY-NC-SA,False
Jurnal Sains Psikologi,2085-2223,2597-7008,Indonesian,Universitas Negeri Malang,False,CC BY,False
Salud Pública de México,0036-3634,N/A,"Spanish, English",Instituto Nacional de Salud Pública,False,CC BY-NC-SA,False
Boletim Goiano de Geografia,0101-708X,1984-8501,"English, Portuguese",Universidade Federal de Goiás,False,CC BY,False
Analitika,2085-6601,2502-4590,Indonesian,Universitas Medan Area,False,CC BY-NC,False
Pizhūhish/hā-yi Rūstāyī,2008-7373,2423-7787,Persian,University of Tehran,False,CC BY-NC,True
USV Annals of Economics and Public Administration,2285-3332,2344-3847,English,"Editura Univeristatii ""Stefan cel Mare"" din Suceava",False,CC BY-SA,True
Сахарный диабет,2072-0351,2072-0378,"Russian, English",Endocrinology Research Centre,False,CC BY-NC-ND,False
Journal of Southern Religion,N/A,1094-5253,English,West Virginia University,False,CC BY,False
Jurnal Ilmiah Pertanian,1829-8346,2502-5988,"Indonesian, English",Universitas Lancang Kuning,False,CC BY,True
سیاست‌گذاری پیشرفت اقتصادی,2383-2118,2538-158X,Persian,Alzahra University,False,CC BY-NC-ND,False
Ius Novum,1897-5577,2545-0271,"English, Polish",Lazarski University Publishing House,False,CC BY-SA,False
Phyllomedusa: Journal of Herpetology,1519-1397,2316-9079,English,Universidade de São Paulo,False,CC BY-NC-ND,False
Aksara,0854-3283,N/A,"English, Indonesian",Balai Bahasa Bali,False,CC BY-NC-SA,False
Annals of King Edward Medical University,2079-7192,2079-0694,English,King Edward Medical University,False,CC BY,False
Journal of Sustainable Development Law and Policy,2467-8406,2467-8392,English,Afe Babalola University,False,CC BY-NC-ND,False
Revista Tamé,2007-462X,N/A,Spanish,Universidad Autónoma de Nayarit,False,CC BY-SA,False
Sri Lankan Journal of Anaesthesiology,1391-8834,2279-1965,English,College of Anaesthesiologists of Sri Lanka,False,CC BY,False
Hong Kong Medical Journal,1024-2708,2226-8707,English,Hong Kong Academy of Medicine,False,CC BY-NC-ND,False
Teologia i Człowiek,1731-5638,2391-7598,"Polish, Italian, German, French, English",Uniwersytet Mikołaja Kopernika,False,CC BY-ND,False
International Journal of English Studies (IJES),1578-7044,1989-6131,English,Universidad de Murcia,False,CC BY-NC-ND,False
SOBRE. Prácticas artísticas y políticas de la edición,2387-1733,2444-3484,"English, Portuguese, Spanish",SOBRE LAB. Facultad de Bellas Artes. Universidad de Granada,False,CC BY-NC,False
International Journal of Health Sciences,1658-3639,1658-7774,English,Qassim University,False,CC BY,False
The African Journal of Information Systems,N/A,1936-0282,"French, English",Kennesaw State University,False,CC BY,False
Pizhūhish/Nāmah-i Tafsīr va Zabān-i Qurān,2322-3804,2538-614X,Persian,Payame Noor University,False,CC BY-NC,False
EaD & Tecnologias Digitais na Educação,N/A,2318-4051,Portuguese,Universidade Federal da Grande Dourados,False,CC BY-NC-SA,False
UC Merced Undergraduate Research Journal,N/A,2373-809X,English,"eScholarship Publishing, University of California",False,CC BY-NC-ND,False
ESP Today,N/A,2334-9050,English,Faculty of Economics University of Belgrade,False,CC BY,False
Revista Brasileira de Planejamento e Desenvolvimento,N/A,2317-2363,"English, Portuguese, Spanish",Universidade Tecnológica Federal do Paraná,False,CC BY,False
Proceedings of the International Association of Hydrological Sciences,2199-8981,2199-899X,English,Copernicus Publications,True,CC BY,True
The Journal of Privacy and Confidentiality,N/A,2575-8527,English,Labor Dynamics Institute,False,CC BY-NC-ND,False
Izdihar,2622-738X,2622-7371,"Arabic, English",Program Studi Pendidikan Bahasa Arab,False,CC BY-SA,False
"Vertebrate Anatomy, Morphology, Palaeontology",N/A,2292-1389,English,University of Alberta Libraries,False,CC BY,False
Studia Universitatis Babeş-Bolyai: Geographia,1221-079X,2065-9571,English,Cluj University Press,False,CC BY,False
Revista Kavilando,2027-2391,2344-7125,Spanish,Kavilando,False,CC BY-NC-ND,False
Journal of Neuroanaesthesiology and Critical Care,2348-0548,2348-926X,English,Thieme Medical and Scientific Publishers Pvt. Ltd.,False,"CC BY, CC BY-NC-ND",False
Asian Journal of Accounting Perspectives,2672-7293,0128-0384,English,Universiti Malaya,False,Publisher's own license,False
Hisbah: Jurnal Bimbingan Konseling dan Dakwah Islam,1412-1743,2581-0618,Indonesian,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,False,CC BY,True
Al-Ahwal: Jurnal Hukum Keluarga Islam,2085-627X,2528-6617,"Indonesian, English, Arabic",Universitas Islam Negeri Sunan Kalijaga Yogyakarta,False,CC BY-SA,False
International Journal of Transport Development and Integration,2058-8305,2058-8313,English,WIT Press,False,Publisher's own license,True
Archives of Transport,0866-9546,2300-8830,English,"Faculty of Transport, Warsaw University of Technology",False,CC BY,True
Peitho,2082-7539,2300-9004,"English, French, German, Italian, Polish","Adam Mickiewicz University, Poznan",False,CC BY,False
Revista CoPaLa,N/A,2500-8870,Spanish,Red CoPaLa,False,CC BY-NC-SA,False
Libri Oncologici,0300-8142,2584-3826,English,University Hospital for Tumors,False,CC BY-NC-ND,False
"Oilseeds and fats, crops and lipids",2272-6977,2257-6614,"French, English",EDP Sciences,True,CC BY,False
Journal of Sustainable Architecture and Civil Engineering,2029-9990,2335-2000,English,Kaunas University of Technology,False,CC BY,False
Jurnal Ilmiah Hukum: De'Jure,2442-7578,2541-1594,Indonesian,Universitas Singaperbangsa Karawang,False,CC BY,False
Journal of Jazz Studies,N/A,2158-1401,English,Rutgers University Libraries,False,CC BY-NC,False
Semina: Ciências Exatas e Tecnológicas,1676-5451,1679-0375,"English, Portuguese",Universidade Estadual de Londrina,False,CC BY-NC,False
Catedral Tomada: Revista de Crítica Literaria Latinoamericana,N/A,2169-0847,"Portuguese, English, Spanish","University Library System, University of Pittsburgh",True,CC BY,False
"Majallah-i Zanān, Māmā̓ī va Nāzā̓ī-i Īrān",1680-2993,2008-2363,Persian,Mashhad University of Medical Sciences,False,CC BY-ND,True
Revista Sem Aspas,2238-359X,2358-4238,Portuguese,Universidade Estadual Paulista,False,CC BY-NC-SA,False
Saúde e Pesquisa,1983-1870,2176-9206,Portuguese,Centro Universitário de Maringá,False,CC BY-NC,False
Annales Universitatis Paedagogicae Cracoviensis. Studia de Cultura,2083-7275,2391-4432,Polish,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,False,CC BY,False
Huellas de la Migración,2448-7155,2594-2832,Spanish,Universidad Autónoma del Estado de México,False,CC BY-NC-ND,False
Jurnal Administrasi dan Manajemen Pendidikan,N/A,2615-8574,Indonesian,Universitas Negeri Malang,False,CC BY-SA,False
Desde El Sur,2076-2674,2415-0959,Spanish,Universidad Científica del Sur,False,CC BY-NC-SA,False
Revista Elektrón,N/A,2525-0159,"Spanish, Portuguese, English",Universidad de Buenos Aires,False,CC BY-NC-ND,False
Elementary: Jurnal Ilmiah Pendidikan Dasar,2477-1384,2579-9282,Indonesian,Jurusan PGMI FTIK IAIN Metro Lampung,False,CC BY-SA,True
Jurnal Saintis,1410-7783,2580-7110,Indonesian,UIR Press,False,CC BY-SA,False
Volt: Jurnal Ilmiah Pendidikan Teknik Elektro,2528-5688,2528-5696,Indonesian,Universitas Sultan Agneg Tirtayasa,False,CC BY,True
Stomatološki glasnik Srbije,0039-1743,1452-3701,"English, Serbian","Serbian Medical Society - Dental Section, Belgrade",False,CC BY-SA,False
"Revista Médica del Centro Hospital ""Arnaldo Milián Castro""",N/A,1995-9494,Spanish,Hospital Universitario Clínico Quirúrgico Arnaldo Milián Castro,False,CC BY-NC-SA,False
Korean Journal of Family Medicine,N/A,2092-6715,"English, Korean",The Korean Academy of Family Medine,False,CC BY-NC,False
Ethnomusicology Review,N/A,2164-4578,"Indonesian, Portuguese, Spanish, English",University of California (UCLA),False,CC BY-NC,False
Problems of the Regional Energetics,1857-0070,N/A,"English, Romanian, Russian",Academy of Sciences of Moldova,False,CC BY,False
BioInvasions Records,N/A,2242-1300,English,Regional Euro-Asian Biological Invasions Centre (REABIC),False,CC BY,True
Radioengineering,1210-2512,1805-9600,English,Spolecnost pro radioelektronicke inzenyrstvi,False,CC BY,True
Interdisciplinaria,0325-8203,1668-7027,"Spanish, English","CONICET, Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines",False,CC BY-NC-SA,False
The World Journal of Men's Health,2287-4208,2287-4690,English,Korean Society for Sexual Medicine and Andrology,False,CC BY-NC,False
Ars Adriatica,1848-1590,1848-7459,"French, German, Italian, English, Croatian",University of Zadar,False,CC BY,False
Kultura (Skopje),1857-7717,1857-7725,"English, Macedonian, Russian",MI-AN Publishing,False,CC BY-NC,False
Revista Salud Pública y Nutrición,N/A,1870-0160,"English, Spanish",Universidad Autónoma de Nuevo León,False,CC BY,False
International Review of Communication and Marketing Mix,N/A,2605-0447,"English, Spanish",Universidad de Sevilla,False,CC BY-NC-ND,False
Ciencia y Educación,2613-8794,2613-8808,Spanish,Instituto Tecnológico de Santo Domingo (INTEC),False,CC BY-NC-SA,False
South African Computer Journal,1015-7999,2313-7835,English,South African Institute of Computer Scientists and Information Technologists,False,CC BY-NC,True
Reči (Beograd),1821-0686,2683-4898,"English, Italian, Serbian","Alfa BK University - Faculty of Foreign Languages, Belgrade",False,CC BY,False
Journal of Business Paradigms,2459-5004,2584-6612,English,Business School PAR,False,CC BY-NC-SA,False
Journal of Mashhad Dental School,1560-9286,2008-2347,Persian,Mashhad University of Medical Sciences,False,CC BY-NC,False
Revista Română de Terapia Tulburărilor de Limbaj şi Comunicare,N/A,2457-9262,Romanian,Asociaţiei Specialiştilor în Terapia Tulburărilor de Limbaj din România,False,CC BY-NC-ND,False
Acta Medico-Historica Rigensia,1022-8012,2592-818X,"English, Latvian",Rīgas Stradiņa universitāte,False,CC BY-NC,False
AmeriQuests,N/A,1553-4316,"Spanish, Portuguese, French, English",Vanderbilt University,False,CC BY-NC,False
Scientia in Educatione,N/A,1804-7106,"Slovak, English, Czech",Karolinum Press,False,CC BY,False
Emara: Indonesian Journal of Architecture,2460-7878,2477-5975,"Indonesian, English",Universitas Islam Negeri Sunan Ampel Surabaya,False,CC BY-SA,False
Journal of Aeronautical Materials,1005-5053,N/A,Chinese,Journal of Aeronautical Materials,False,CC BY-NC,True
Sincronía,N/A,1562-384X,"English, French, Portuguese, Spanish",Universidad de Guadalajara,False,CC BY,False
Iranian Journal of Neurosurgery,2423-6497,2423-6829,English,Guilan University of Medical Sciences,False,CC BY-NC,False
European Journal of Interdisciplinary Studies,N/A,2067-3795,English,Academy of Economic Studies (ASE),False,Publisher's own license,False
Hikmah: Jurnal Pendidikan Islam,2085-8663,N/A,Indonesian,Sekolah Tinggi Agama Islam (STAI) Tuanku Tambusai,False,CC BY-SA,False
RUAS,N/A,2477-6033,Indonesian,University of Brawijaya,False,CC BY,False
Esculapio,2309-3080,2309-592X,English,"Services Institute of Medical Sciences, Lahore",False,CC BY-NC-SA,True
Medicina,0120-5498,2389-8356,Spanish,Editorial Kimpres,False,CC BY-NC-ND,False
Conexión Agropecuaria JDC,2248-7735,N/A,Spanish,Fundación Universitaria Juan de Castellanos,False,CC BY-NC-ND,False
"Argumentum: Journal of the Seminar of Discursive Logic, Argumentation Theory and Rhetoric",1583-2767,2069-573X,"English, French, Romanian",AXIS Academic Foundation Press,False,CC BY-ND,False
al-Uqud: Journal of Islamic Economics,2549-0850,2548-3544,Indonesian,Universitas Negeri Surabaya,False,CC BY,False
Antíteses,N/A,1984-3356,"English, Portuguese, Spanish",Universidade Estadual de Londrina,False,CC BY-NC,False
Malaysian Journal of Microbiology,1823-8262,2231-7538,English,Malaysian Society for Microbiology,False,CC BY-NC,True
Onkologičeskaâ Koloproktologiâ,N/A,2413-0583,Russian,ABV-press,False,CC BY,False
Kapata Arkeologi,1858-4101,2503-0876,Indonesian,Balai Arkeologi Maluku,False,CC BY-NC-SA,False
Annals of the Oradea University: Fascicle Management and Technological Engineering,N/A,1583-0691,"English, Romanian",Editura Universităţii din Oradea,False,CC BY-NC-ND,True
Palestrica mileniului III,1582-1943,2247-7322,"English, Romanian",Editura Medicală Universitară Iuliu Hatieganu,False,CC BY,False
Archiwa - Kancelarie - Zbiory,1895-9075,2544-5685,"Belarusian, Czech, English, German, Lithuanian, Polish, Russian, Slovak, Ukrainian",Nicolaus Copernicus University in Toruń,False,CC BY-ND,False
Revista de Gestão e Organizações Cooperativas,2446-7103,2359-0432,Portuguese,Universidade Federal de Santa Maria,False,CC BY,False
Komunalʹne Gospodarstvo Mìst,2522-1809,2522-1817,"English, Ukrainian",O.M. Beketov National University of Urban Economy in Kharkiv,False,CC BY-NC-ND,True
Jurnal Transformative,2548-3323,2581-0308,"English, Indonesian",Universitas Brawijaya,False,CC BY-NC,False
Advances in Social Work,1527-8565,2331-4125,English,Indiana University School of Social Work,False,CC BY,False
Southern Spaces,N/A,1551-2754,English,Emory Center for Digital Scholarship,False,Publisher's own license,False
Eurasian Journal of Physics and Functional Materials,2522-9869,2616-8537,English,L.N. Gumilyov Eurasian National University,False,CC BY,False
فصلنامه سیاست‌های راهبردی و کلان,2345-2544,2345-2552,Persian,Iran's State of Expediency Council Monitoring Commission,False,CC BY-NC,False
Intergenerational Justice Review,2190-6335,N/A,English,Tübingen University,False,CC BY,False
Jurnal Bisnis dan Manajemen,1412-3681,2442-4617,English,Universitas Padjadjaran,False,CC BY-NC-SA,True
Guerra Colonial,N/A,2603-6096,Spanish,Revista Digital Guerra Colonial,False,CC BY-ND,False
Журнал Сибирского федерального университета: Серия Биология,1997-1389,2313-5530,"English, Russian",Siberian Federal University,False,CC BY-NC,False
Media Mahardhika: Media Komunikasi Ekonomi dan Manajemen,0854-0861,2407-4950,Indonesian,Sekolah Tinggi Ilmu Ekonomi (STIE) Mahardika,False,CC BY-SA,False
PostScriptum: An Interdisciplinary Journal of Literary Studies,N/A,2456-7507,English,Sarat Centenary College,False,CC BY-NC-SA,False
En la España Medieval,0214-3038,1988-2971,Spanish,Universidad Complutense de Madrid,False,CC BY,False
Retorika,2301-4768,2614-2716,Indonesian,Universitas Negeri Makassar,False,CC BY-NC,True
Medievalismo,1131-8155,1989-8312,Spanish,Universidad de Murcia,False,CC BY-NC-ND,False
روش شناسی علوم انسانی,1608-7070,2588-5774,Persian,پژوهشگاه حوزه و دانشگاه,False,CC BY-ND,False
International Journal of Occupational Medicine and Environmental Health,1232-1087,1896-494X,English,Nofer Institute of Occupational Medicine,False,CC BY-NC,True
Revista del Instituto de Medicina Tropical,1996-3696,N/A,Spanish,Instituto de Medicina Tropical,False,CC BY,False
Al Quds: Jurnal Studi Alquran dan Hadis,2580-3174,2580-3190,"English, Indonesian",Institut Agama Islam Negeri (IAIN) Curup,False,CC BY-NC-SA,False
Anastasis: Research in Medieval Culture and Art,2392-862X,2392-9472,"English, French, German, Italian, Spanish",Artes,False,CC BY-NC-ND,False
UCEJ (Untirta Civic Education Journal),2541-6693,2581-0391,Indonesian,Universitas Sultan Ageng Tirtayasa,False,CC BY,False
Epistīmonika Chronika,1791-1362,2241-1666,"English, Modern Greek (1453-)",Scientific Council of the General Hospital of Piraeus Tzaneion,False,CC BY-NC-SA,False
Chronicles of Health Impact Assessment,N/A,2475-5885,English,Indiana University-Purdue University Indianapolis,False,CC BY,True
Revista de Estudos da Linguagem,0104-0588,2237-2083,"English, Portuguese",Universidade Federal de Minas Gerais,False,CC BY,False
Biotropic: The Journal of Tropical Biology,N/A,2580-5029,"English, Indonesian",Universitas Islam Negeri Sunan Ampel Surabaya,False,CC BY-NC-SA,False
Statistika: Statistics and Economy Journal,0322-788X,1804-8765,English,Czech Statistical Office,False,CC BY-NC-SA,False
Вісник Київського національного університету культури і мистецтв. Серія: Менеджмент соціокультурної діяльності,2616-7573,2617-1104,Ukrainian,Kyiv National University of Culture and Arts,False,CC BY,False
Jurnal PAI Raden Fatah,2656-1549,2656-0712,Indonesian,Program Studi Pandidikan Agama Islam,False,CC BY-SA,False
Acta Scientiarum. Health Sciences,1679-9291,1807-8648,"Portuguese, English",Universidade Estadual de Maringá,False,CC BY,False
Open Mathematics,N/A,2391-5455,English,De Gruyter,False,CC BY,True
Revista Odisséia,N/A,1983-2435,"English, Portuguese",Universidade Federal do Rio Grande do Norte,False,CC BY-NC-SA,False
Revista Internacional de Educação Superior,N/A,2446-9424,Portuguese,Universidade Estadual de Campinas,False,CC BY,False
Khyber Medical University Journal,2305-2643,2305-2651,English,Khyber Medical University,False,CC BY-NC,True
Momento,0121-4470,2500-8013,"English, Spanish",Universidad Nacional de Colombia,False,CC BY-ND,False
Democracy & Education,1085-3545,2164-7992,English,Lewis & Clark Graduate School of Education and Counseling,False,CC BY-NC-ND,False
Diálogo com a Economia Criativa,N/A,2525-2828,Portuguese,ESPM Rio,False,CC BY,False
Historia Mexicana El Colegio de México,0185-0172,2448-6531,Spanish,"El Colegio de México, A.C.",False,CC BY-NC-ND,False
Anuario de Estudios Centroamericanos,0377-7316,2215-4175,Spanish,Universidad de Costa Rica,False,CC BY-NC-ND,False
"Revista de Direito, Estado e Telecomunicações",1984-9729,1984-8161,"English, Portuguese",Universidade de Brasília,False,CC BY,False
Науковий вісник Львівського національного університету ветеринарної медицини та біотехнологій імені С.З. Ґжицького: Серія Ветеринарні науки,2518-7554,2518-1327,"English, Russian, Ukrainian",Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies Lviv,False,CC BY,True
"Когниция, коммуникация, дискурс",N/A,2218-2926,"English, Russian, Ukrainian",V. N. Karazin Kharkiv National University,False,CC BY-NC-ND,False
African Journal on Land Policy and Geospatial Sciences,N/A,2657-2664,"French, English",EL-AYACHI,False,CC BY-NC-SA,False
Indonesian Journal on Geoscience,2355-9314,2355-9306,English,Geological Agency,False,CC BY-SA,False
Studies and Scientific Researches: Economics Edition,2066-561X,2344-1321,English,University of Bacău,False,CC BY,False
Frontiers of Biogeography,N/A,1948-6596,English,International Biogeography Society,True,CC BY,True
Romanian Journal of Oral Rehabilitation,2066-7000,2601-4661,English,Romanian Society of Oral Rehabilitation,False,CC BY,True
Pharmacology and Clinical Pharmacy Research,2527-7332,2614-0020,English,Universitas Padjadjaran,False,CC BY-SA,False
Ekonomiczne Problemy Usług,1896-382X,2353-2866,"English, Polish",Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,False,CC BY-SA,True
Нелинейная динамика,1816-448X,1817-5155,"English, Russian",Institute of Computer Science,False,CC BY-ND,False
E-Dimas,2087-3565,2528-5041,Indonesian,LPPM Universitas PGRI Semarang,False,CC BY-SA,True
Textos de Economia,0103-6017,2175-8085,Portuguese,Universidade Federal de Santa Catarina,False,CC BY-NC-ND,False
Dinamisia,2614-7424,2614-8927,Indonesian,Universitas Lancang Kuning,False,CC BY-SA,True
Escritos,0120-1263,2390-0032,Spanish,Universidad Pontificia Bolivariana,False,CC BY-NC,False
Bulletin of Mathematical Sciences,1664-3607,1664-3615,English,World Scientific Publishing,False,CC BY,False
Galicia Clínica,0304-4866,1989-3922,"Spanish, Portuguese, Galician, English",Sociedade Galega de Medicina Interna,False,CC BY-NC-ND,False
Journal of Global Initiatives,1930-3009,N/A,English,Kennesaw State University,False,CC BY,False
Journal of Social Science Education,1611-9665,1618-5293,"English, French, German",Bielefeld University,False,CC BY-SA,False
Revista Pedagógica,N/A,1984-1566,"Portuguese, Spanish",Universidade Comunitária da Região de Chapecó,False,CC BY-NC-ND,False
European Journal of Tourism Research,1994-7658,1314-0817,English,Varna University of Management,False,CC BY,False
Islamuna: Jurnal Studi Islam,2407-411X,2443-3535,"Indonesian, English, Arabic",Pascasarjana Institut Agama Islam Negeri (IAIN) Madura,False,CC BY-NC,False
Revista IUSTA,1900-0448,2500-5286,Spanish,Universidad Santo Tomás,False,CC BY-SA,False
Materials and Devices,N/A,2495-3911,English,Collaborating Academics IP,False,CC BY-NC-ND,False
UHD Journal of Science and Technology,2521-4209,2521-4217,English,University of Human Development,False,CC BY-NC-ND,True
